日付,借方勘定,借方金額,貸方勘定,貸方金額,備考
2016/11/22,旅費交通費,"900",現金,"900",入浴代  
2016/11/22,荷造運賃,"1,200",現金,"1,200",発送料  
2016/11/24,通信費,"5,693",クレジットカード,"5,693",NTT西日本  
2016/11/25,接待交際費,"4,000",現金,"4,000",打ち合わせ
2016/11/25,接待交際費,"2,000",現金,"2,000",土産代  
2016/11/25,接待交際費,"1,944",クレジットカード,"1,944",土産代  
2016/11/25,現金,"4,000",自宅金継仕事,"4,000",
2016/11/25,地代家賃,"50,000",普通預金(振込など),"50,000",事務所家賃  
2016/11/26,雑費,"3,000",現金,"3,000",イベント消耗費
2016/11/27,雑費,"4,800",現金,"4,800",イベント消耗費
2016/11/27,旅費交通費,"1,560",クレジットカード,"1,560",タクシー代  
2016/11/27,旅費交通費,"1,480",クレジットカード,"1,480",タクシー代  
2016/11/27,雑費,"7,200",現金,"7,200",イベント消耗費
2016/11/27,現金,"1,200",ギター教室は別の帳簿に記録する！,"1,200",
2016/11/27,雑費,"2,500",現金,"2,500",イベント消耗費
2016/11/28,現金,"22,100",好日居教室,"22,100",
2016/11/28,雑費,"5,000",現金,"5,000",イベント消耗費
2016/11/29,現金,"18,700",好日居教室,"18,700",
2016/11/30,水道光熱費,"1,222",クレジットカード,"1,222",水道料金  
2016/11/30,現金,"2,000",ギター教室は別の帳簿に記録する！,"2,000",
2016/11/30,雑費,"6,275",現金,"6,275",来客用弁当などの食費  
2016/11/30,旅費交通費,"1,320",現金,"1,320",タクシー代  
2016/11/30,通信費,"6,985",クレジットカード,"6,985",iPhone  
2016/11/30,美術館・お寺観覧代・器など(取材・研究費),"20,000",現金,"20,000",食器など(研究費)  
2016/11/30,旅費交通費,"1,650",クレジットカード,"1,650",タクシー代  
2016/11/30,現金,"20,400",好日居教室,"20,400",
2016/11/30,雑費,"1,000",現金,"1,000",イベント消耗費
2016/12/01,旅費交通費,"2,673",現金,"2,673",バス代  
2016/12/02,荷造運賃,"1,412",現金,"1,412",発送料  
2016/12/03,現金,"31,500",その他個人宅訪問金継,"31,500",徳竹さんち  
2016/12/03,接待交際費,"1,000",現金,"1,000",打ち合わせ  
2016/12/03,現金,"10,000",その他個人宅訪問金継,"10,000",西田信子アトリエ  
2016/12/03,旅費交通費,"15,000",現金,"15,000",宿泊代  
2016/12/03,消耗品費,"378",現金,"378",事務用品  
2016/12/04,現金,"77,000",壺中教室,"77,000",
2016/12/04,現金,"3,000",自宅金継仕事,"3,000",
2016/12/05,美術館・お寺観覧代・器など(取材・研究費),"1,600",現金,"1,600",美術館・お寺観覧  
2016/12/05,現金,"20,000",その他個人宅訪問金継,"20,000",高堂さんち  
2016/12/05,旅費交通費,"2,000",現金,"2,000",電車代  
2016/12/06,水道光熱費,"1,049",クレジットカード,"1,049",ガス料金  
2016/12/06,現金,"20,000",その他個人宅訪問金継,"20,000",大井さんち  
2016/12/06,消耗品費,"1,374",現金,"1,374",事務用品  
2016/12/06,旅費交通費,"13,710",クレジットカード,"13,710",新幹線代  
2016/12/06,美術館・お寺観覧代・器など(取材・研究費),"1,600",現金,"1,600",美術館・お寺観覧  
2016/12/07,漆教室代(研究費),"17,000",現金,"17,000",
2016/12/07,荷造運賃,"1,512",現金,"1,512",発送料  
2016/12/07,金継仕事材料代・教室運営消耗品費,"1,836",現金,"1,836",漆  
2016/12/08,旅費交通費,"990",現金,"990",バス代  
2016/12/08,接待交際費,"1,600",現金,"1,600",打ち合わせ  
2016/12/08,現金,"3,000",自宅金継仕事,"3,000",
2016/12/08,接待交際費,"2,887",現金,"2,887",贈答品・謝礼・お中元・お歳暮  
2016/12/08,雑費,"3,244",クレジットカード,"3,244",ギター教室運営関係  
2016/12/09,接待交際費,"8,856",普通預金(振込など),"8,856",贈答品・謝礼・お中元・お歳暮  
2016/12/12,現金,"20,400",好日居教室,"20,400",
2016/12/12,旅費交通費,"6,254",普通預金(引き落とし),"6,254",電車代  
2016/12/12,支払手数料,"108",普通預金(引き落とし),"108",通知書発行料  
2016/12/12,金継仕事材料代・教室運営消耗品費,"189",現金,"189",その他教室運営のための道具や材料  
2016/12/13,旅費交通費,"1,320",クレジットカード,"1,320",タクシー代  
2016/12/13,現金,"17,000",好日居教室,"17,000",
2016/12/14,金継仕事材料代・教室運営消耗品費,"1,040",クレジットカード,"1,040",その他教室運営のための道具や材料  
2016/12/14,旅費交通費,"1,320",クレジットカード,"1,320",タクシー代  
2016/12/14,地代家賃,"50,000",普通預金(振込など),"50,000",事務所家賃  
2016/12/14,現金,"25,500",好日居教室,"25,500",
2016/12/15,荷造運賃,"1,196",現金,"1,196",発送料  
2016/12/15,接待交際費,"2,600",現金,"2,600",手土産
2016/12/17,消耗品費,"430",現金,"430",事務用品  
2016/12/18,雑費,"496",現金,"496",場所代  
2016/12/18,現金,"29,700",エフスタイル教室,"29,700",
2016/12/19,旅費交通費,"900",現金,"900",入浴代  
2016/12/19,現金,"16,200",エフスタイル教室,"16,200",
2016/12/20,水道光熱費,"5,026",クレジットカード,"5,026",電気料金  
2016/12/21,接待交際費,"2,592",クレジットカード,"2,592",贈答品・謝礼・お中元・お歳暮  
2016/12/21,金継仕事材料代・教室運営消耗品費,"4,212",現金,"4,212",その他教室運営のための道具や材料  
2016/12/21,接待交際費,"5,184",クレジットカード,"5,184",贈答品・謝礼・お中元・お歳暮  
2016/12/21,接待交際費,"3,294",クレジットカード,"3,294",贈答品・謝礼・お中元・お歳暮  
2016/12/22,旅費交通費,"1,310",現金,"1,310",タクシー代  
2016/12/22,荷造運賃,"1,304",現金,"1,304",発送料  
2016/12/22,荷造運賃,"656",現金,"656",発送料  
2016/12/22,現金,"5,000",その他個人宅訪問金継,"5,000",椹木さんち  
2016/12/22,接待交際費,"6,000",現金,"6,000",会食  
2016/12/23,現金,"111,000",自宅金継仕事,"111,000",
2016/12/23,消耗品費,"954",クレジットカード,"954",事務用品  
2016/12/23,旅費交通費,"1,000",現金,"1,000",タクシー代  
2016/12/23,金継仕事材料代・教室運営消耗品費,"6,000",クレジットカード,"6,000",その他自宅仕事のための道具や材料代  
2016/12/23,金継仕事材料代・教室運営消耗品費,"28,080",クレジットカード,"28,080",その他教室運営のための道具や材料  
2016/12/23,金継仕事材料代・教室運営消耗品費,"561",クレジットカード,"561",マスキングテープ  
2016/12/23,接待交際費,"1,296",クレジットカード,"1,296",贈答品・謝礼・お中元・お歳暮  
2016/12/23,接待交際費,"1,188",クレジットカード,"1,188",贈答品・謝礼・お中元・お歳暮  
2016/12/23,旅費交通費,"1,000",クレジットカード,"1,000",タクシー代  
2016/12/23,旅費交通費,"1,815",現金,"1,815",バス代  
2016/12/24,通信費,"7,007",クレジットカード,"7,007",NTT西日本  
2016/12/25,接待交際費,"4,000",現金,"4,000",打ち合わせ  
2016/12/27,接待交際費,"1,080",現金,"1,080",土産代  
2016/12/29,接待交際費,"3,000",現金,"3,000",会食  
2016/12/29,美術館・お寺観覧代・器など(取材・研究費),"2,000",現金,"2,000",食器など(研究費)  
2016/12/30,金継仕事材料代・教室運営消耗品費,"10,640",現金,"10,640",その他自宅仕事のための道具や材料代  
2016/12/30,接待交際費,"4,000",現金,"4,000",贈答品・謝礼・お中元・お歳暮  
2016/12/31,旅費交通費,"1,480",現金,"1,480",タクシー代  
2016/12/31,接待交際費,"10,000",現金,"10,000",会食  
2016/12/31,通信費,"9,766",クレジットカード,"9,766",iPhone  
2017/01/01,旅費交通費,"1,310",現金,"1,310",タクシー代  
2017/01/04,金継仕事材料代・教室運営消耗品費,"194",クレジットカード,"194",その他金継材料  
2017/01/05,水道光熱費,"1,700",現金,"1,700",灯油代  
2017/01/05,金継仕事材料代・教室運営消耗品費,"5,220",クレジットカード,"5,220",その他教室運営のための道具や材料  
2017/01/07,旅費交通費,"14,110",クレジットカード,"14,110",新幹線代  
2017/01/07,現金,"26,000",その他個人宅訪問金継,"26,000",徳竹さんち  
2017/01/07,現金,"12,000",その他個人宅訪問金継,"12,000",大井さんち  
2017/01/08,現金,"33,000",壺中教室,"33,000",
2017/01/08,接待交際費,"9,060",現金,"9,060",会食  
2017/01/08,接待交際費,"486",現金,"486",土産代  
2017/01/08,旅費交通費,"5,000",現金,"5,000",宿泊代  
2017/01/08,美術館・お寺観覧代・器など(取材・研究費),"1,100",現金,"1,100",美術館・お寺観覧  
2017/01/08,美術館・お寺観覧代・器など(取材・研究費),"500",現金,"500",美術館・お寺観覧  
2017/01/09,旅費交通費,"14,110",クレジットカード,"14,110",新幹線代  
2017/01/09,消耗品費,"5,200",現金,"5,200",事務用品  
2017/01/09,荷造運賃,"1,196",クレジットカード,"1,196",発送料  
2017/01/09,現金,"22,000",壺中教室,"22,000",
2017/01/09,現金,"20,000",その他個人宅訪問金継,"20,000",高堂さんち  
2017/01/10,支払手数料,"108",普通預金(引き落とし),"108",通知書発行料  
2017/01/10,旅費交通費,"2,590",普通預金(引き落とし),"2,590",電車代  
2017/01/10,消耗品費,"2,335",クレジットカード,"2,335",
2017/01/10,水道光熱費,"1,391",クレジットカード,"1,391",ガス料金  
2017/01/11,漆教室代(研究費),"15,000",現金,"15,000",
2017/01/12,現金,"20,000",その他個人宅訪問金継,"20,000",西田信子アトリエ  
2017/01/12,接待交際費,"3,132",クレジットカード,"3,132",土産代  
2017/01/12,接待交際費,"1,435",現金,"1,435",土産代  
2017/01/12,荷造運賃,"1,412",現金,"1,412",発送料  
2017/01/13,接待交際費,"2,505",クレジットカード,"2,505",土産代  
2017/01/13,旅費交通費,"2,000",現金,"2,000",電車代  
2017/01/13,接待交際費,"1,233",クレジットカード,"1,233",土産代  
2017/01/13,旅費交通費,"13,910",クレジットカード,"13,910",新幹線代  
2017/01/13,消耗品費,"2,376",クレジットカード,"2,376",PC関係  
2017/01/13,旅費交通費,"830",現金,"830",タクシー代  
2017/01/14,接待交際費,"1,200",現金,"1,200",打ち合わせ  
2017/01/15,現金,"21,600",エフスタイル教室,"21,600",
2017/01/15,接待交際費,"3,000",現金,"3,000",会食  
2017/01/15,旅費交通費,"10,360",クレジットカード,"10,360",新幹線代  
2017/01/15,雑費,"400",現金,"400",場所代  
2017/01/16,現金,"14,400",エフスタイル教室,"14,400",
2017/01/17,荷造運賃,"1,000",現金,"1,000",発送料  
2017/01/17,旅費交通費,"13,710",クレジットカード,"13,710",新幹線代  
2017/01/17,旅費交通費,"10,050",クレジットカード,"10,050",新幹線代  
2017/01/18,接待交際費,"680",現金,"680",贈答品・謝礼・お中元・お歳暮  
2017/01/18,接待交際費,"680",現金,"680",贈答品・謝礼・お中元・お歳暮  
2017/01/19,地代家賃,"50,000",普通預金(振込など),"50,000",
2017/01/20,旅費交通費,"1,975",普通預金(振込など),"1,975",バス代  
2017/01/20,接待交際費,"1,000",現金,"1,000",打ち合わせ  
2017/01/20,現金,"4,000",自宅金継仕事,"4,000",直コーヒー  
2017/01/20,現金,"4,000",自宅金継仕事,"4,000",直コーヒー  
2017/01/21,金継仕事材料代・教室運営消耗品費,"3,880",クレジットカード,"3,880",その他自宅仕事のための道具や材料代  
2017/01/21,接待交際費,"3,132",クレジットカード,"3,132",土産代  
2017/01/23,水道光熱費,"5,847",クレジットカード,"5,847",電気料金  
2017/01/23,旅費交通費,"1,400",クレジットカード,"1,400",タクシー代  
2017/01/23,旅費交通費,"1,400",クレジットカード,"1,400",タクシー代  
2017/01/23,現金,"18,700",好日居教室,"18,700",
2017/01/24,現金,"18,700",好日居教室,"18,700",
2017/01/24,通信費,"4,963",クレジットカード,"4,963",NTT西日本  
2017/01/24,旅費交通費,"1,320",クレジットカード,"1,320",タクシー代  
2017/01/25,現金,"22,100",好日居教室,"22,100",
2017/01/25,旅費交通費,"1,320",クレジットカード,"1,320",タクシー代  
2017/01/25,支払手数料,"540",普通預金(振込など),"540",振込手数料  
2017/01/27,接待交際費,"6,000",現金,"6,000",打ち合わせ  
2017/01/27,雑費,"2,203",普通預金(振込など),"2,203",イベント消耗費  
2017/01/27,現金,"5,000",その他個人宅訪問金継,"5,000",椹木さんち  
2017/01/27,新聞図書費 ,"823",クレジットカード,"823",
2017/01/27,支払手数料,"210",普通預金(振込など),"210",振込手数料  
2017/01/30,接待交際費,"553",現金,"553",土産代  
2017/01/30,接待交際費,"669",クレジットカード,"669",土産代  
2017/01/31,水道光熱費,"1,536",クレジットカード,"1,536",水道料金  
2017/01/31,通信費,"9,757",クレジットカード,"9,757",iPhone  
2017/01/31,水道光熱費,"2,590",現金,"2,590",灯油代  
2017/01/31,消耗品費,"210",クレジットカード,"210",事務用品  
2017/01/31,消耗品費,"2,700",クレジットカード,"2,700",事務用品  
2017/01/31,金継仕事材料代・教室運営消耗品費,"150",クレジットカード,"150",その他自宅仕事のための道具や材料代  
2017/01/31,旅費交通費,"1,089",現金,"1,089",バス代  
2017/02/01,漆教室代(研究費),"15,000",現金,"15,000",
2017/02/02,接待交際費,"540",現金,"540",土産代  
2017/02/02,接待交際費,"2,000",現金,"2,000",贈答品・謝礼・お中元・お歳暮  
2017/02/02,接待交際費,"1,000",現金,"1,000",贈答品・謝礼・お中元・お歳暮  
2017/02/02,荷造運賃,"1,196",現金,"1,196",発送料  
2017/02/03,現金,"24,000",その他個人宅訪問金継,"24,000",大井さんち  
2017/02/03,消耗品費,"648",クレジットカード,"648",来客用お茶、お菓子  
2017/02/03,旅費交通費,"13,910",クレジットカード,"13,910",新幹線代  
2017/02/04,現金,"31,500",その他個人宅訪問金継,"31,500",徳竹さんち  
2017/02/04,接待交際費,"1,200",現金,"1,200",打ち合わせ  
2017/02/04,現金,"20,000",その他個人宅訪問金継,"20,000",高堂さんち  
2017/02/05,現金,"38,500",壺中教室,"38,500",
2017/02/05,現金,"50,500",壺中教室,"50,500",
2017/02/05,旅費交通費,"13,910",クレジットカード,"13,910",新幹線代  
2017/02/06,水道光熱費,"1,017",クレジットカード,"1,017",ガス料金  
2017/02/07,接待交際費,"2,700",現金,"2,700",打ち合わせ  
2017/02/07,旅費交通費,"760",クレジットカード,"760",タクシー代  
2017/02/08,旅費交通費,"21,990",クレジットカード,"21,990",新幹線代  
2017/02/08,金継仕事材料代・教室運営消耗品費,"1,794",クレジットカード,"1,794",その他教室運営のための道具や材料  
